HHID,HV000,HV001,HV002,HV003,HV004,HV005,HA35
      557635,ET6,557,635,2,557,1822367,
      557671,ET6,557,671,2,557,1822367,0
      557744,ET6,557,744,1,557,1822367,99
      557759,ET6,557,759,1,557,1822367,0
      557766,ET6,557,766,2,557,1822367,0
      557780,ET6,557,780,2,557,1822367,0
      557797,ET6,557,797,1,557,1822367,0
      558  6,ET6,558,6,1,558,1317434,0
      558 25,ET6,558,25,2,558,1317434,0
      558 89,ET6,558,89,2,558,1317434,0
      558219,ET6,558,219,2,558,1317434,
      558251,ET6,558,251,2,558,1317434,0
      558254,ET6,558,254,1,558,1317434,0
      558313,ET6,558,313,1,558,1317434,
      558314,ET6,558,314,1,558,1317434,0
      558370,ET6,558,370,1,558,1317434,0
      558380,ET6,558,380,1,558,1317434,0
      558388,ET6,558,388,1,558,1317434,0
      558433,ET6,558,433,1,558,1317434,0
      558460,ET6,558,460,1,558,1317434,
      558477,ET6,558,477,1,558,1317434,0
      558500,ET6,558,500,2,558,1317434,0
      558503,ET6,558,503,1,558,1317434,0
      558550,ET6,558,550,1,558,1317434,0
      558552,ET6,558,552,1,558,1317434,0
      558575,ET6,558,575,2,558,1317434,
      558586,ET6,558,586,1,558,1317434,0
      558588,ET6,558,588,1,558,1317434,0
      558624,ET6,558,624,1,558,1317434,0
      558692,ET6,558,692,2,558,1317434,0
      558712,ET6,558,712,1,558,1317434,
      558726,ET6,558,726,1,558,1317434,0
      558782,ET6,558,782,1,558,1317434,0
      558793,ET6,558,793,2,558,1317434,
      558823,ET6,558,823,2,558,1317434,0
      559  7,ET6,559,7,2,559,45460,0
      559 12,ET6,559,12,2,559,45460,0
      559 57,ET6,559,57,2,559,45460,0
      559 85,ET6,559,85,3,559,45460,0
      559 98,ET6,559,98,4,559,45460,0
      559106,ET6,559,106,2,559,45460,0
      559152,ET6,559,152,1,559,45460,0
      559263,ET6,559,263,1,559,45460,0
      559314,ET6,559,314,1,559,45460,0
      559329,ET6,559,329,1,559,45460,0
      559338,ET6,559,338,1,559,45460,0
      559382,ET6,559,382,1,559,45460,
      559443,ET6,559,443,1,559,45460,
      559503,ET6,559,503,1,559,45460,0
      559527,ET6,559,527,1,559,45460,0
      559534,ET6,559,534,1,559,45460,0
      559537,ET6,559,537,1,559,45460,
      559614,ET6,559,614,2,559,45460,0
      559629,ET6,559,629,1,559,45460,0
      559645,ET6,559,645,1,559,45460,0
      559662,ET6,559,662,1,559,45460,0
      559687,ET6,559,687,3,559,45460,0
      559692,ET6,559,692,1,559,45460,0
      559714,ET6,559,714,1,559,45460,0
      559720,ET6,559,720,1,559,45460,0
      559735,ET6,559,735,1,559,45460,
      559776,ET6,559,776,1,559,45460,0
      559777,ET6,559,777,2,559,45460,0
      559811,ET6,559,811,2,559,45460,0
      560  5,ET6,560,5,2,560,354581,0
      560 11,ET6,560,11,2,560,354581,0
      560 58,ET6,560,58,1,560,354581,0
      560 82,ET6,560,82,1,560,354581,
      560128,ET6,560,128,1,560,354581,
      560132,ET6,560,132,2,560,354581,0
      560155,ET6,560,155,1,560,354581,0
      560171,ET6,560,171,2,560,354581,0
      560213,ET6,560,213,1,560,354581,
      560246,ET6,560,246,1,560,354581,0
      560252,ET6,560,252,1,560,354581,99
      560318,ET6,560,318,2,560,354581,0
      560330,ET6,560,330,3,560,354581,0
      560372,ET6,560,372,2,560,354581,0
      560397,ET6,560,397,1,560,354581,0
      560419,ET6,560,419,1,560,354581,0
      560436,ET6,560,436,1,560,354581,0
      560547,ET6,560,547,1,560,354581,
      560553,ET6,560,553,1,560,354581,0
      560647,ET6,560,647,1,560,354581,0
      560673,ET6,560,673,2,560,354581,0
      560754,ET6,560,754,2,560,354581,0
      560771,ET6,560,771,2,560,354581,0
      560814,ET6,560,814,2,560,354581,
      560822,ET6,560,822,1,560,354581,0
      560889,ET6,560,889,1,560,354581,0
      561 17,ET6,561,17,1,561,588507,0
      561 21,ET6,561,21,2,561,588507,0
      561 26,ET6,561,26,2,561,588507,0
      561 78,ET6,561,78,5,561,588507,99
      561 82,ET6,561,82,2,561,588507,0
      561125,ET6,561,125,4,561,588507,0
      561131,ET6,561,131,2,561,588507,0
      561161,ET6,561,161,1,561,588507,0
      561192,ET6,561,192,1,561,588507,0
      561212,ET6,561,212,1,561,588507,0
      561220,ET6,561,220,2,561,588507,0
      561337,ET6,561,337,1,561,588507,99
      561344,ET6,561,344,1,561,588507,
      561365,ET6,561,365,2,561,588507,0
      561500,ET6,561,500,1,561,588507,0
      561559,ET6,561,559,2,561,588507,0
      561570,ET6,561,570,1,561,588507,0
      561597,ET6,561,597,1,561,588507,99
      561624,ET6,561,624,3,561,588507,
      561625,ET6,561,625,1,561,588507,99
      561632,ET6,561,632,1,561,588507,0
      561708,ET6,561,708,1,561,588507,
      561713,ET6,561,713,2,561,588507,0
      561739,ET6,561,739,2,561,588507,0
      561743,ET6,561,743,3,561,588507,0
      561768,ET6,561,768,2,561,588507,0
      561797,ET6,561,797,1,561,588507,0
      561820,ET6,561,820,1,561,588507,0
      561878,ET6,561,878,4,561,588507,0
      562 71,ET6,562,71,3,562,2213767,0
      562103,ET6,562,103,1,562,2213767,0
      562118,ET6,562,118,1,562,2213767,0
      562127,ET6,562,127,3,562,2213767,
      562157,ET6,562,157,1,562,2213767,0
      562195,ET6,562,195,2,562,2213767,0
      562254,ET6,562,254,1,562,2213767,
      562295,ET6,562,295,1,562,2213767,0
      562338,ET6,562,338,1,562,2213767,0
      562348,ET6,562,348,1,562,2213767,0
      562365,ET6,562,365,1,562,2213767,0
      562425,ET6,562,425,1,562,2213767,0
      562445,ET6,562,445,1,562,2213767,0
      562459,ET6,562,459,1,562,2213767,0
      562482,ET6,562,482,1,562,2213767,0
      562512,ET6,562,512,1,562,2213767,0
      562521,ET6,562,521,1,562,2213767,0
      562531,ET6,562,531,1,562,2213767,0
      562548,ET6,562,548,1,562,2213767,0
      562577,ET6,562,577,1,562,2213767,0
      562606,ET6,562,606,1,562,2213767,99
      562634,ET6,562,634,4,562,2213767,0
      562682,ET6,562,682,1,562,2213767,0
      562708,ET6,562,708,1,562,2213767,0
      562730,ET6,562,730,2,562,2213767,0
      562785,ET6,562,785,1,562,2213767,0
      562793,ET6,562,793,1,562,2213767,0
      563 74,ET6,563,74,2,563,197970,0
      563120,ET6,563,120,2,563,197970,0
      563123,ET6,563,123,1,563,197970,0
      563157,ET6,563,157,2,563,197970,0
      563166,ET6,563,166,1,563,197970,
      563182,ET6,563,182,1,563,197970,0
      563199,ET6,563,199,1,563,197970,0
      563229,ET6,563,229,1,563,197970,0
      563234,ET6,563,234,2,563,197970,0
      563246,ET6,563,246,1,563,197970,0
      563340,ET6,563,340,1,563,197970,
      563446,ET6,563,446,1,563,197970,
      563497,ET6,563,497,1,563,197970,
      563531,ET6,563,531,1,563,197970,99
      563534,ET6,563,534,1,563,197970,
      563541,ET6,563,541,3,563,197970,0
      563554,ET6,563,554,2,563,197970,0
      563614,ET6,563,614,5,563,197970,0
      563666,ET6,563,666,1,563,197970,0
      563685,ET6,563,685,1,563,197970,
      563689,ET6,563,689,1,563,197970,0
      563743,ET6,563,743,1,563,197970,0
      563803,ET6,563,803,1,563,197970,0
      563822,ET6,563,822,1,563,197970,0
      563883,ET6,563,883,1,563,197970,0
      564 14,ET6,564,14,2,564,50194,0
      564 25,ET6,564,25,2,564,50194,0
      564 91,ET6,564,91,1,564,50194,
      564133,ET6,564,133,1,564,50194,
      564136,ET6,564,136,1,564,50194,
      564162,ET6,564,162,1,564,50194,0
      564240,ET6,564,240,1,564,50194,0
      564250,ET6,564,250,1,564,50194,
      564268,ET6,564,268,1,564,50194,0
      564337,ET6,564,337,1,564,50194,0
      564382,ET6,564,382,1,564,50194,0
      564478,ET6,564,478,1,564,50194,0
      564495,ET6,564,495,1,564,50194,0
      564521,ET6,564,521,1,564,50194,
      564573,ET6,564,573,1,564,50194,
      564583,ET6,564,583,3,564,50194,0
      564589,ET6,564,589,2,564,50194,0
      564598,ET6,564,598,2,564,50194,0
      564609,ET6,564,609,2,564,50194,0
      564614,ET6,564,614,1,564,50194,0
      564699,ET6,564,699,1,564,50194,0
      564704,ET6,564,704,2,564,50194,
      564719,ET6,564,719,1,564,50194,0
      564749,ET6,564,749,2,564,50194,0
      564763,ET6,564,763,1,564,50194,0
      564782,ET6,564,782,1,564,50194,0
      564804,ET6,564,804,1,564,50194,
      564843,ET6,564,843,1,564,50194,0
      564855,ET6,564,855,2,564,50194,0
      567 18,ET6,567,18,1,567,2687884,
      567 32,ET6,567,32,1,567,2687884,
      567 36,ET6,567,36,2,567,2687884,0
      567 52,ET6,567,52,1,567,2687884,
      567 57,ET6,567,57,2,567,2687884,0
      567133,ET6,567,133,2,567,2687884,0
      567161,ET6,567,161,2,567,2687884,0
      567166,ET6,567,166,1,567,2687884,0
      567296,ET6,567,296,1,567,2687884,0
      567324,ET6,567,324,1,567,2687884,0
      567346,ET6,567,346,1,567,2687884,0
      567389,ET6,567,389,2,567,2687884,0
      567403,ET6,567,403,1,567,2687884,0
      567515,ET6,567,515,1,567,2687884,99
      567525,ET6,567,525,2,567,2687884,
      567635,ET6,567,635,1,567,2687884,0
      567665,ET6,567,665,2,567,2687884,0
      567680,ET6,567,680,1,567,2687884,0
      567707,ET6,567,707,1,567,2687884,0
      567740,ET6,567,740,3,567,2687884,0
      567768,ET6,567,768,2,567,2687884,0
      567792,ET6,567,792,1,567,2687884,0
      567807,ET6,567,807,1,567,2687884,0
      567844,ET6,567,844,1,567,2687884,0
      567849,ET6,567,849,2,567,2687884,0
      567859,ET6,567,859,1,567,2687884,0
      567862,ET6,567,862,1,567,2687884,
      567882,ET6,567,882,2,567,2687884,0
      567883,ET6,567,883,1,567,2687884,
      568  2,ET6,568,2,1,568,1241510,
      568 36,ET6,568,36,2,568,1241510,0
      568 41,ET6,568,41,3,568,1241510,0
      568102,ET6,568,102,2,568,1241510,0
      568123,ET6,568,123,2,568,1241510,0
      568158,ET6,568,158,1,568,1241510,
      568181,ET6,568,181,1,568,1241510,0
      568187,ET6,568,187,2,568,1241510,0
      568260,ET6,568,260,1,568,1241510,0
      568315,ET6,568,315,1,568,1241510,0
      568362,ET6,568,362,1,568,1241510,0
      568425,ET6,568,425,1,568,1241510,
      568518,ET6,568,518,1,568,1241510,0
      568532,ET6,568,532,1,568,1241510,
      568572,ET6,568,572,1,568,1241510,
      568578,ET6,568,578,2,568,1241510,0
      568621,ET6,568,621,1,568,1241510,0
      568632,ET6,568,632,2,568,1241510,0
      568637,ET6,568,637,2,568,1241510,0
      568666,ET6,568,666,1,568,1241510,0
      568676,ET6,568,676,2,568,1241510,0
      568719,ET6,568,719,1,568,1241510,
      568750,ET6,568,750,1,568,1241510,
      568752,ET6,568,752,1,568,1241510,0
      568779,ET6,568,779,1,568,1241510,0
      568787,ET6,568,787,1,568,1241510,0
      568792,ET6,568,792,1,568,1241510,0
      568825,ET6,568,825,1,568,1241510,99
      568832,ET6,568,832,1,568,1241510,0
      570 75,ET6,570,75,1,570,1481318,0
      570124,ET6,570,124,1,570,1481318,0
      570158,ET6,570,158,1,570,1481318,0
      570162,ET6,570,162,1,570,1481318,0
      570169,ET6,570,169,1,570,1481318,0
      570239,ET6,570,239,1,570,1481318,0
      570250,ET6,570,250,1,570,1481318,0
      570254,ET6,570,254,1,570,1481318,0
      570272,ET6,570,272,2,570,1481318,0
      570275,ET6,570,275,1,570,1481318,0
      570282,ET6,570,282,1,570,1481318,
      570320,ET6,570,320,1,570,1481318,
      570335,ET6,570,335,1,570,1481318,0
      570339,ET6,570,339,1,570,1481318,0
      570356,ET6,570,356,1,570,1481318,0
      570367,ET6,570,367,1,570,1481318,
      570392,ET6,570,392,1,570,1481318,0
      570430,ET6,570,430,1,570,1481318,
      570466,ET6,570,466,1,570,1481318,0
      570529,ET6,570,529,2,570,1481318,0
      570562,ET6,570,562,1,570,1481318,
      570577,ET6,570,577,1,570,1481318,99
      570626,ET6,570,626,1,570,1481318,
      570651,ET6,570,651,7,570,1481318,0
      570686,ET6,570,686,1,570,1481318,0
      570775,ET6,570,775,2,570,1481318,0
      570829,ET6,570,829,1,570,1481318,0
      570855,ET6,570,855,2,570,1481318,0
      570889,ET6,570,889,1,570,1481318,0
      572 24,ET6,572,24,1,572,69296,0
      572 39,ET6,572,39,1,572,69296,
      572 55,ET6,572,55,2,572,69296,0
      572100,ET6,572,100,1,572,69296,0
      572139,ET6,572,139,2,572,69296,0
      572153,ET6,572,153,1,572,69296,
      572187,ET6,572,187,1,572,69296,
      572217,ET6,572,217,2,572,69296,0
      572290,ET6,572,290,1,572,69296,0
      572342,ET6,572,342,2,572,69296,0
      572364,ET6,572,364,1,572,69296,0
      572368,ET6,572,368,1,572,69296,
      572412,ET6,572,412,1,572,69296,
      572424,ET6,572,424,1,572,69296,0
      572455,ET6,572,455,2,572,69296,0
      572466,ET6,572,466,1,572,69296,
      572499,ET6,572,499,1,572,69296,99
      572553,ET6,572,553,1,572,69296,0
      572711,ET6,572,711,2,572,69296,0
      572731,ET6,572,731,2,572,69296,0
      572744,ET6,572,744,1,572,69296,0
      572782,ET6,572,782,1,572,69296,99
      572800,ET6,572,800,2,572,69296,0
      572813,ET6,572,813,1,572,69296,
      572821,ET6,572,821,1,572,69296,0
      572851,ET6,572,851,1,572,69296,
      572863,ET6,572,863,2,572,69296,0
      572869,ET6,572,869,1,572,69296,
      573 18,ET6,573,18,1,573,50975,0
      573 36,ET6,573,36,4,573,50975,99
      573 57,ET6,573,57,1,573,50975,0
      573240,ET6,573,240,1,573,50975,0
      573279,ET6,573,279,2,573,50975,0
      573282,ET6,573,282,2,573,50975,0
      573299,ET6,573,299,2,573,50975,0
      573434,ET6,573,434,4,573,50975,0
      573448,ET6,573,448,1,573,50975,99
      573495,ET6,573,495,1,573,50975,0
      573517,ET6,573,517,2,573,50975,0
      573521,ET6,573,521,2,573,50975,0
      573611,ET6,573,611,1,573,50975,
      573661,ET6,573,661,1,573,50975,0
      573679,ET6,573,679,1,573,50975,
      573685,ET6,573,685,1,573,50975,0
      573703,ET6,573,703,2,573,50975,0
      573717,ET6,573,717,3,573,50975,0
      573718,ET6,573,718,1,573,50975,
      573720,ET6,573,720,2,573,50975,0
      573775,ET6,573,775,1,573,50975,0
      573777,ET6,573,777,1,573,50975,
      573810,ET6,573,810,1,573,50975,0
      573833,ET6,573,833,1,573,50975,
      573861,ET6,573,861,1,573,50975,
      573875,ET6,573,875,1,573,50975,
      575134,ET6,575,134,1,575,43092,0
      575164,ET6,575,164,1,575,43092,0
      575166,ET6,575,166,2,575,43092,0
      575205,ET6,575,205,2,575,43092,
      575226,ET6,575,226,1,575,43092,
      575239,ET6,575,239,1,575,43092,
      575285,ET6,575,285,1,575,43092,
      575302,ET6,575,302,2,575,43092,0
      575307,ET6,575,307,1,575,43092,
      575324,ET6,575,324,1,575,43092,
      575349,ET6,575,349,2,575,43092,0
      575358,ET6,575,358,1,575,43092,
      575361,ET6,575,361,2,575,43092,0
      575382,ET6,575,382,1,575,43092,0
      575522,ET6,575,522,2,575,43092,0
      575534,ET6,575,534,1,575,43092,
      575591,ET6,575,591,1,575,43092,
      575625,ET6,575,625,1,575,43092,
      575691,ET6,575,691,1,575,43092,
      575695,ET6,575,695,1,575,43092,
      575708,ET6,575,708,1,575,43092,
      575743,ET6,575,743,1,575,43092,
      575759,ET6,575,759,2,575,43092,0
      575765,ET6,575,765,1,575,43092,0
      575788,ET6,575,788,1,575,43092,0
      575831,ET6,575,831,1,575,43092,0
      575864,ET6,575,864,1,575,43092,0
      575875,ET6,575,875,2,575,43092,0
      576 74,ET6,576,74,1,576,47618,
      576100,ET6,576,100,1,576,47618,0
      576104,ET6,576,104,1,576,47618,0
      576179,ET6,576,179,1,576,47618,0
      576255,ET6,576,255,1,576,47618,
      576267,ET6,576,267,2,576,47618,
      576272,ET6,576,272,2,576,47618,0
      576298,ET6,576,298,1,576,47618,0
      576334,ET6,576,334,2,576,47618,0
      576336,ET6,576,336,2,576,47618,0
      576403,ET6,576,403,1,576,47618,
      576428,ET6,576,428,1,576,47618,0
      576429,ET6,576,429,1,576,47618,0
      576433,ET6,576,433,1,576,47618,0
      576436,ET6,576,436,2,576,47618,0
      576458,ET6,576,458,1,576,47618,0
      576462,ET6,576,462,2,576,47618,0
      576496,ET6,576,496,1,576,47618,0
      576521,ET6,576,521,1,576,47618,
      576523,ET6,576,523,1,576,47618,0
      576569,ET6,576,569,2,576,47618,0
      576575,ET6,576,575,1,576,47618,0
      576579,ET6,576,579,2,576,47618,0
      576605,ET6,576,605,2,576,47618,0
      576646,ET6,576,646,1,576,47618,0
      576681,ET6,576,681,1,576,47618,0
      576697,ET6,576,697,1,576,47618,
      576774,ET6,576,774,1,576,47618,0
      576775,ET6,576,775,2,576,47618,
      576865,ET6,576,865,2,576,47618,0
      577 11,ET6,577,11,2,577,41936,0
      577 12,ET6,577,12,1,577,41936,0
      577103,ET6,577,103,2,577,41936,0
      577104,ET6,577,104,2,577,41936,0
      577111,ET6,577,111,2,577,41936,0
      577158,ET6,577,158,1,577,41936,0
      577213,ET6,577,213,2,577,41936,0
      577223,ET6,577,223,1,577,41936,0
      577250,ET6,577,250,1,577,41936,0
      577274,ET6,577,274,2,577,41936,0
      577293,ET6,577,293,1,577,41936,
      577413,ET6,577,413,2,577,41936,0
      577432,ET6,577,432,1,577,41936,99
      577464,ET6,577,464,1,577,41936,0
      577481,ET6,577,481,1,577,41936,
      577510,ET6,577,510,2,577,41936,0
      577573,ET6,577,573,1,577,41936,
      577614,ET6,577,614,1,577,41936,0
      577709,ET6,577,709,1,577,41936,0
      577712,ET6,577,712,1,577,41936,0
      577821,ET6,577,821,3,577,41936,0
      577849,ET6,577,849,1,577,41936,0
      577881,ET6,577,881,1,577,41936,
      578 11,ET6,578,11,2,578,276062,0
      578 76,ET6,578,76,1,578,276062,0
      578104,ET6,578,104,1,578,276062,0
      578137,ET6,578,137,1,578,276062,0
      578167,ET6,578,167,1,578,276062,0
      578206,ET6,578,206,2,578,276062,0
      578230,ET6,578,230,2,578,276062,0
      578316,ET6,578,316,2,578,276062,0
      578365,ET6,578,365,1,578,276062,0
      578384,ET6,578,384,1,578,276062,0
      578387,ET6,578,387,1,578,276062,0
      578429,ET6,578,429,2,578,276062,0
      578431,ET6,578,431,2,578,276062,0
      578515,ET6,578,515,1,578,276062,0
      578519,ET6,578,519,2,578,276062,10
      578527,ET6,578,527,1,578,276062,
      578564,ET6,578,564,1,578,276062,0
      578659,ET6,578,659,2,578,276062,0
      578701,ET6,578,701,2,578,276062,0
      578714,ET6,578,714,2,578,276062,0
      578750,ET6,578,750,2,578,276062,
      578753,ET6,578,753,6,578,276062,0
      578768,ET6,578,768,1,578,276062,0
      578778,ET6,578,778,1,578,276062,99
      578780,ET6,578,780,2,578,276062,0
      578798,ET6,578,798,2,578,276062,0
      578799,ET6,578,799,4,578,276062,
      578806,ET6,578,806,1,578,276062,0
      578860,ET6,578,860,4,578,276062,0
      579 16,ET6,579,16,2,579,41779,0
      579 32,ET6,579,32,1,579,41779,0
      579112,ET6,579,112,1,579,41779,0
      579213,ET6,579,213,1,579,41779,0
      579232,ET6,579,232,1,579,41779,0
      579239,ET6,579,239,1,579,41779,0
      579285,ET6,579,285,1,579,41779,0
      579323,ET6,579,323,1,579,41779,0
      579357,ET6,579,357,1,579,41779,0
      579371,ET6,579,371,1,579,41779,
      579382,ET6,579,382,1,579,41779,0
      579430,ET6,579,430,1,579,41779,0
      579482,ET6,579,482,1,579,41779,
      579496,ET6,579,496,1,579,41779,
      579541,ET6,579,541,1,579,41779,99
      579557,ET6,579,557,1,579,41779,0
      579686,ET6,579,686,1,579,41779,99
      579689,ET6,579,689,1,579,41779,0
      579715,ET6,579,715,1,579,41779,0
      579755,ET6,579,755,1,579,41779,0
      579828,ET6,579,828,1,579,41779,0
      579838,ET6,579,838,1,579,41779,
      579844,ET6,579,844,2,579,41779,0
      579860,ET6,579,860,1,579,41779,0
      579861,ET6,579,861,1,579,41779,
      580 73,ET6,580,73,1,580,2840264,
      580 87,ET6,580,87,1,580,2840264,
      580144,ET6,580,144,1,580,2840264,0
      580145,ET6,580,145,1,580,2840264,0
